gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
NFIB	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NFIC	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NFIX	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR1C	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR1D	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR2E	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR2F	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR2H	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR2K	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR2L	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3A	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3B	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3C	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3D	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3E	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3F	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3G	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3GL	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3H	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLR3K	Reactome::RNA Polymerase III Transcription Termination	Reactome	positive	0.6391526460647583	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
BMP4	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DLL1	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DLL3	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EPHA4	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FGFR1	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HES7	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
KAT2A	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
KAT2B	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
LEF1	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
LFNG	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MAML1	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MAML2	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MAML3	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MAMLD1	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MESP2	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MSGN1	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NOG	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NOTCH1	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RBPJ	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RIPPLY2	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SNW1	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TBX6	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TBXT	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
WNT3A	Reactome::Formation of paraxial mesoderm	Reactome	positive	0.6354784369468689	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
B3GNT3	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CSNK2A1	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CSNK2A2	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CSNK2B	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CUL3	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DAD1	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DDOST	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
JAK1	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MAGT1	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MIB2	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NEK2	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
OST4	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
OSTC	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PDCD1	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PDCD1LG2	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPN1	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPN2	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SPOP	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
STT3A	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
STT3B	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TMEM258	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
TUSC3	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
YWHAG	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	0.6194785833358765	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
