# MEAN_SAMPLE_SIZE = 82975
# TOTAL_GENES = 18005
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE          TYPE  NGENES         BETA     BETA_STD           SE            P
F1_NULL_1350       SET     252    -0.016235   -0.0019073     0.065005      0.59861
F1_NULL_1351       SET     252    -0.040768   -0.0047894     0.059808      0.75227
F1_NULL_1352       SET     252    -0.071418     -0.00839     0.062237      0.87441
F1_NULL_1353       SET     252    -0.018879   -0.0022178     0.061801         0.62
F1_NULL_1354       SET     252    -0.058644   -0.0068894     0.060158      0.83517
F1_NULL_1355       SET     252    -0.032863   -0.0038607     0.061234      0.70425
F1_NULL_1356       SET     252    0.0079313   0.00093175     0.063079      0.44997
F1_NULL_1357       SET     252    -0.085199    -0.010009     0.061521      0.91695
F1_NULL_1358       SET     252     0.016992    0.0019962     0.062669      0.39314
F1_NULL_1359       SET     252     0.029791    0.0034998     0.060378      0.31087
F1_NULL_1360       SET     252     0.022371    0.0026281     0.060535      0.35586
F1_NULL_1361       SET     252     0.098693     0.011594     0.060554     0.051578
F1_NULL_1362       SET     252   -0.0073361  -0.00086183     0.062787      0.54651
F1_NULL_1363       SET     252     0.070404    0.0082709     0.061439      0.12592
F1_NULL_1364       SET     252     0.028639    0.0033644     0.059285      0.31453
F1_NULL_1365       SET     252     0.048285    0.0056724      0.06107      0.21458
F1_NULL_1366       SET     252    -0.014593   -0.0017144     0.060605      0.59514
F1_NULL_1367       SET     252    -0.046419   -0.0054532     0.061965       0.7731
F1_NULL_1368       SET     252    -0.060629   -0.0071225     0.061542      0.83772
F1_NULL_1369       SET     252     -0.11288     -0.01326     0.060464      0.96903
F1_NULL_1370       SET     252     0.048773    0.0057298     0.059114      0.20467
F1_NULL_1371       SET     252     0.061881    0.0072696     0.061324      0.15647
F1_NULL_1372       SET     252    -0.021788   -0.0025596     0.061973      0.63742
F1_NULL_1373       SET     252       0.0398    0.0046757     0.061419      0.25849
F1_NULL_1374       SET     252    -0.062745   -0.0073711     0.060501      0.85014
F1_NULL_1375       SET     252    -0.038396   -0.0045107      0.06246      0.73063
F1_NULL_1376       SET     252    -0.043765   -0.0051414     0.062314      0.75876
F1_NULL_1377       SET     252    -0.020335   -0.0023889     0.062182      0.62817
F1_NULL_1378       SET     252     0.082798     0.009727     0.063014     0.094436
F1_NULL_1379       SET     252     0.094367     0.011086     0.062037     0.064122
F1_NULL_1380       SET     252     -0.11537    -0.013554     0.062602      0.96733
F1_NULL_1381       SET     252    -0.051026   -0.0059944      0.06156      0.79641
F1_NULL_1382       SET     252    -0.050214    -0.005899     0.061257      0.79381
F1_NULL_1383       SET     252    -0.040904   -0.0048053     0.063335       0.7408
F1_NULL_1384       SET     252     0.032727    0.0038447     0.061457      0.29719
F1_NULL_1385       SET     252    -0.035137   -0.0041278     0.060951      0.71785
F1_NULL_1386       SET     252     0.045202    0.0053103     0.063364      0.23781
F1_NULL_1387       SET     252     0.027193    0.0031946     0.062436      0.33159
F1_NULL_1388       SET     252    -0.049157   -0.0057749     0.063944      0.77897
F1_NULL_1389       SET     252   -0.0078185   -0.0009185     0.059759      0.55205
F1_NULL_1390       SET     252    -0.051711   -0.0060749     0.062413      0.79631
F1_NULL_1391       SET     252    -0.042928    -0.005043     0.060715      0.76022
F1_NULL_1392       SET     252    -0.080604   -0.0094692     0.059659      0.91166
F1_NULL_1393       SET     252    -0.038773    -0.004555     0.061647      0.73531
F1_NULL_1394       SET     252     0.035684    0.0041921     0.062113      0.28282
F1_NULL_1395       SET     252    -0.055437   -0.0065126     0.060045      0.82205
F1_NULL_1396       SET     252     0.071167    0.0083605     0.059816      0.11708
F1_NULL_1397       SET     252    -0.021939   -0.0025774      0.06005      0.64257
F1_NULL_1398       SET     252        0.167     0.019619     0.061869    0.0034784
F1_NULL_1399       SET     252    -0.090476    -0.010629      0.06232      0.92671
F1_NULL_1400       SET     252     0.013032     0.001531     0.061982      0.41674
F1_NULL_1401       SET     252     0.042906    0.0050405     0.060045      0.23744
F1_NULL_1402       SET     252      -0.0292   -0.0034304     0.061247      0.68323
F1_NULL_1403       SET     252    -0.013053   -0.0015335     0.061277      0.58434
F1_NULL_1404       SET     252    -0.064079   -0.0075279     0.061231      0.85233
F1_NULL_1405       SET     252     0.015643    0.0018377     0.061353      0.39938
F1_NULL_1406       SET     252     0.011667    0.0013706      0.06068      0.42377
F1_NULL_1407       SET     252    -0.061618   -0.0072388     0.060631      0.84525
F1_NULL_1408       SET     252     0.086867     0.010205     0.058627     0.069221
F1_NULL_1409       SET     252   -0.0092303   -0.0010844     0.062932       0.5583
F1_NULL_1410       SET     252     0.016145    0.0018967     0.062074       0.3974
F1_NULL_1411       SET     252    -0.086607    -0.010174     0.060095      0.92522
F1_NULL_1412       SET     252     0.021812    0.0025624     0.059579      0.35715
F1_NULL_1413       SET     252    -0.049621   -0.0058293     0.061245      0.79108
F1_NULL_1414       SET     252      0.13128     0.015423       0.0615       0.0164
F1_NULL_1415       SET     252    -0.012555   -0.0014749     0.061642      0.58069
F1_NULL_1416       SET     252    -0.018567   -0.0021812     0.062716       0.6164
F1_NULL_1417       SET     252    -0.016592   -0.0019492     0.061926      0.60562
F1_NULL_1418       SET     252    0.0020949    0.0002461      0.06017      0.48611
F1_NULL_1419       SET     252    -0.041839   -0.0049151     0.062384      0.74878
F1_NULL_1420       SET     252     -0.10479     -0.01231     0.059138      0.96178
F1_NULL_1421       SET     252    -0.018688   -0.0021955     0.060541      0.62122
F1_NULL_1422       SET     252     0.015317    0.0017994     0.059065      0.39769
F1_NULL_1423       SET     252     0.014186    0.0016665     0.062506      0.41023
F1_NULL_1424       SET     252     0.002176   0.00025563     0.062753      0.48617
F1_NULL_1425       SET     252     0.063318    0.0074384     0.062197      0.15434
F1_NULL_1426       SET     252     0.023105    0.0027143     0.060457      0.35117
F1_NULL_1427       SET     252    -0.010352   -0.0012161     0.060702       0.5677
F1_NULL_1428       SET     252      0.15777     0.018535     0.060588    0.0046103
F1_NULL_1429       SET     252   -0.0021666  -0.00025452     0.060228      0.51435
F1_NULL_1430       SET     252     0.066245    0.0077823     0.062721      0.14545
F1_NULL_1431       SET     252    0.0092786      0.00109     0.060756      0.43931
F1_NULL_1432       SET     252     -0.02703   -0.0031754     0.062516      0.66726
F1_NULL_1433       SET     252     0.056551    0.0066435     0.061698      0.17969
F1_NULL_1434       SET     252     0.061584    0.0072347     0.061124      0.15685
F1_NULL_1435       SET     252    -0.039182    -0.004603     0.060657      0.74084
F1_NULL_1436       SET     252      0.13387     0.015726     0.059348     0.012054
F1_NULL_1437       SET     252     0.083994    0.0098674     0.058964      0.07716
F1_NULL_1438       SET     252     0.087592      0.01029     0.062284     0.079822
F1_NULL_1439       SET     252     0.068785    0.0080807     0.061441      0.13146
F1_NULL_1440       SET     252    -0.015798    -0.001856     0.060171      0.60355
F1_NULL_1441       SET     252     0.017283    0.0020304     0.061979      0.39018
F1_NULL_1442       SET     252     0.011118    0.0013062     0.063213      0.43019
F1_NULL_1443       SET     252    -0.062321   -0.0073213     0.061151      0.84592
F1_NULL_1444       SET     252     0.088469     0.010393     0.062957     0.079986
F1_NULL_1445       SET     252     0.028456     0.003343     0.061415      0.32156
F1_NULL_1446       SET     252    -0.086975    -0.010218     0.061646      0.92085
F1_NULL_1447       SET     252    0.0023134   0.00027177      0.06087      0.48484
F1_NULL_1448       SET     252      0.01967    0.0023108     0.059808      0.37112
F1_NULL_1449       SET     252    -0.005272  -0.00061935     0.061007      0.53443
F1_NULL_1450       SET     252    -0.054508   -0.0064035     0.061865      0.81086
F1_NULL_1451       SET     252    -0.053147   -0.0062435     0.061178       0.8075
F1_NULL_1452       SET     252   -0.0033148  -0.00038941     0.058856      0.52246
F1_NULL_1453       SET     252    -0.016786    -0.001972     0.057962      0.61394
F1_NULL_1454       SET     252    0.0055112   0.00064745     0.062018       0.4646
F1_NULL_1455       SET     252     0.046302    0.0054395     0.059257       0.2173
F1_NULL_1456       SET     252     0.047456     0.005575     0.060379      0.21595
F1_NULL_1457       SET     252     0.031459    0.0036958     0.061222      0.30368
F1_NULL_1458       SET     252    -0.015886   -0.0018663     0.061335      0.60219
F1_NULL_1459       SET     252     0.034927    0.0041032     0.061737      0.28579
F1_NULL_1460       SET     252     0.011275    0.0013245     0.062239      0.42812
F1_NULL_1461       SET     252   -0.0064757  -0.00076075     0.060243       0.5428
F1_NULL_1462       SET     252    -0.049789   -0.0058491     0.062289      0.78794
F1_NULL_1463       SET     252     0.068773    0.0080793     0.061368      0.13123
F1_NULL_1464       SET     252  -0.00079315  -9.3178e-05      0.06029      0.50525
F1_NULL_1465       SET     252     0.024143    0.0028362     0.061379      0.34704
F1_NULL_1466       SET     252    -0.045114   -0.0052999     0.062537      0.76466
F1_NULL_1467       SET     252    -0.069669   -0.0081846     0.061202       0.8725
F1_NULL_1468       SET     252     0.070181    0.0082447     0.061194      0.12573
F1_NULL_1469       SET     252    -0.056142   -0.0065954     0.062467       0.8156
F1_NULL_1470       SET     252    -0.027672   -0.0032508     0.061953      0.67244
F1_NULL_1471       SET     252   0.00050739   5.9607e-05     0.061076      0.49669
F1_NULL_1472       SET     252     0.058282    0.0068468     0.062169      0.17426
F1_NULL_1473       SET     252     0.084055    0.0098746     0.059656     0.079425
F1_NULL_1474       SET     252     0.059253    0.0069609     0.064065      0.17752
F1_NULL_1475       SET     252      0.14204     0.016687     0.063145     0.012248
F1_NULL_1476       SET     252    -0.014303   -0.0016803     0.060987      0.59271
F1_NULL_1477       SET     252      -0.1066    -0.012524      0.06106      0.95958
F1_NULL_1478       SET     252     0.079815    0.0093765     0.062133     0.099476
F1_NULL_1479       SET     252    0.0048219   0.00056646     0.060445      0.46821
F1_NULL_1480       SET     252    -0.010594   -0.0012446      0.06202      0.56782
F1_NULL_1481       SET     252    0.0052587   0.00061778     0.061899      0.46615
F1_NULL_1482       SET     252    -0.044758   -0.0052581     0.060853      0.76898
F1_NULL_1483       SET     252     0.052875    0.0062116     0.059915      0.18876
F1_NULL_1484       SET     252   -0.0079501  -0.00093396     0.062191      0.55086
F1_NULL_1485       SET     252    -0.025276   -0.0029694      0.06138      0.65975
F1_NULL_1486       SET     252     -0.13067    -0.015351     0.061202      0.98361
F1_NULL_1487       SET     252     0.069523    0.0081674     0.060191      0.12404
F1_NULL_1488       SET     252     0.021031    0.0024707     0.061879      0.36698
F1_NULL_1489       SET     252     0.086107     0.010116     0.062087      0.08275
F1_NULL_1490       SET     252     0.084179    0.0098892     0.059291     0.077847
F1_NULL_1491       SET     252     0.097732     0.011481     0.062629     0.059331
F1_NULL_1492       SET     252     -0.02787   -0.0032742     0.060564       0.6773
F1_NULL_1493       SET     252     0.033689    0.0039577     0.062521        0.295
F1_NULL_1494       SET     252     0.010545    0.0012388     0.060852      0.43122
F1_NULL_1495       SET     252     0.037515    0.0044072     0.059174      0.26305
F1_NULL_1496       SET     252       0.1448     0.017011     0.062087    0.0098491
F1_NULL_1497       SET     252     0.052493    0.0061668     0.061966      0.19847
F1_NULL_1498       SET     252     0.064587    0.0075875     0.061267      0.14591
F1_NULL_1499       SET     252    -0.009321    -0.001095     0.059428      0.56232
F1_NULL_1500       SET     252   -0.0035046  -0.00041171     0.062893      0.52222
F1_NULL_1501       SET     252     0.035283     0.004145     0.062157      0.28514
F1_NULL_1502       SET     252     0.040215    0.0047244     0.060047      0.25152
F1_NULL_1503       SET     252     0.017082    0.0020068     0.060797      0.38937
F1_NULL_1504       SET     252     0.020299    0.0023847     0.063398      0.37442
F1_NULL_1505       SET     252     -0.12588    -0.014788     0.059942      0.98213
F1_NULL_1506       SET     252     0.048257    0.0056691     0.060245      0.21157
F1_NULL_1507       SET     252    0.0075832   0.00089085     0.062077      0.45139
F1_NULL_1508       SET     252    -0.055834   -0.0065593     0.060688      0.82122
F1_NULL_1509       SET     252    -0.012084   -0.0014196     0.061164      0.57831
F1_NULL_1510       SET     252    -0.038564   -0.0045304     0.062479      0.73145
F1_NULL_1511       SET     252    -0.087872    -0.010323     0.061137      0.92467
F1_NULL_1512       SET     252    -0.031807   -0.0037366      0.06173      0.69681
F1_NULL_1513       SET     252    -0.074462   -0.0087476     0.061039      0.88874
F1_NULL_1514       SET     252    -0.061943    -0.007277     0.061607      0.84265
F1_NULL_1515       SET     252      0.03227     0.003791     0.061682      0.30043
F1_NULL_1516       SET     252     0.093339     0.010965     0.061035     0.063109
F1_NULL_1517       SET     252     0.043982    0.0051669     0.061668      0.23786
F1_NULL_1518       SET     252     0.061705     0.007249     0.061684      0.15858
